# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 24 15:07:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_rvamp,sy_dist,sy_gaiamag,rowupdate,pl_pubdate,releasedate
DENIS-P J082303.1-491201 b,1,1,1,0,Astrometry,2013,Paranal Observatory,Published Confirmed,0,246.36000000,0.360000,,9057.77000,,,18.5577000,2014-05-14,2013-08,2014-05-14
DH Tau b,1,1,1,0,Imaging,2004,Subaru Telescope,Published Confirmed,0,,330.000000,,3496.00000,,134.8460000,12.4961000,2014-05-14,2012-04,2014-05-14
DMPP-1 b,1,1,4,0,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,18.57000000,0.146200,,,5.162,62.5388000,7.8503200,2020-01-23,2019-12,2020-01-30
DMPP-1 c,1,1,4,0,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,6.58400000,0.073300,,,2.884,62.5388000,7.8503200,2020-01-23,2019-12,2020-01-30
DMPP-1 d,1,1,4,0,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,2.88200000,0.042200,,,1.326,62.5388000,7.8503200,2020-01-23,2019-12,2020-01-30
DMPP-1 e,1,1,4,0,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,5.51600000,0.065100,,,1.316,62.5388000,7.8503200,2020-01-23,2019-12,2020-01-30
DMPP-2 b,1,1,1,0,Radial Velocity,2019,Multiple Facilities,Published Confirmed,0,5.20720000,0.066400,,,40.260,137.9400000,8.4582400,2020-01-23,2019-12,2020-01-30
DMPP-3 A b,1,2,1,0,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,6.67320000,0.066200,,,0.970,45.2300000,,2020-01-23,2019-12,2020-01-30
DMPP-4 b,1,1,1,0,Radial Velocity,2023,Multiple Observatories,Published Confirmed,0,3.49820000,0.048530,,,4.430,25.3284000,5.6003700,2023-08-07,2023-10,2023-08-07
DP Leo b,1,2,1,0,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,Published Confirmed,0,10220.00000000,8.190000,,,,305.6840000,18.6333000,2014-05-14,2011-02,2014-05-14
DS Tuc A b,1,2,1,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.13826800,,5.700,,,44.0622000,8.3192600,2019-07-03,2019-07,2019-07-11
EPIC 201170410.02,1,1,1,0,Transit,2020,K2,Published Confirmed,0,6.79870000,0.034900,1.047,,,,16.4386000,2020-11-13,2020-08,2020-11-19
EPIC 201238110 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,28.16560000,,1.870,,,159.2590000,15.2612000,2019-06-03,2019-07,2019-06-13
EPIC 201427007 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,0.72091000,,1.500,,,706.3910000,14.1470000,2021-10-25,2021-08,2021-10-25
EPIC 201497682 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,2.13174000,,0.692,,,253.0260000,13.7368000,2019-06-03,2019-07,2019-06-13
EPIC 201595106 b,1,1,2,0,Transit,2021,K2,Published Confirmed,0,0.87724000,0.017700,1.565,7.67000,5.190,232.1000000,11.6477000,2025-01-29,2024-11,2025-01-29
EPIC 201615463 c,1,1,2,0,Transit,2019,K2,Published Confirmed,0,3.80464000,,1.220,,,476.8820000,11.9456000,2019-06-03,2019-07,2019-06-13
EPIC 201754305 d,1,1,3,0,Transit,2019,K2,Published Confirmed,0,2.71578000,,1.030,,,334.9670000,14.3234000,2019-06-03,2019-07,2019-06-13
EPIC 201757695.02,1,1,1,0,Transit,2020,K2,Published Confirmed,0,2.04780000,0.029600,0.908,,,,,2020-11-13,2020-08,2020-11-19
EPIC 201833600 c,1,1,2,0,Transit,2019,K2,Published Confirmed,0,3.96151000,,1.000,,,257.4430000,14.2575000,2019-06-03,2019-07,2019-06-13
EPIC 201841433 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,4.16980000,0.035000,1.040,,,436.4880000,14.5885000,2020-11-13,2020-08,2020-11-19
EPIC 205950854 c,1,1,2,0,Transit,2019,K2,Published Confirmed,0,8.05072200,,1.310,,,243.9350000,12.0976000,2019-08-09,2019-07,2019-08-15
EPIC 206024342 b,1,1,3,0,Transit,2019,K2,Published Confirmed,0,4.50756000,,1.700,,,369.8880000,12.9682000,2019-06-03,2019-07,2019-06-13
EPIC 206024342 c,1,1,3,0,Transit,2021,K2,Published Confirmed,0,0.91172400,,1.400,,,369.8880000,12.9682000,2021-10-25,2021-08,2021-10-25
EPIC 206024342 d,1,1,3,0,Transit,2021,K2,Published Confirmed,0,14.64753100,,2.600,,,369.8880000,12.9682000,2021-10-25,2021-08,2021-10-25
EPIC 206032309 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,2.87814000,,1.010,,,161.3650000,16.0689000,2019-06-03,2019-07,2019-06-13
EPIC 206042996 b,1,1,2,0,Transit,2019,K2,Published Confirmed,0,5.29860000,,1.700,,,451.7690000,15.9752000,2022-03-28,2021-08,2022-03-28
EPIC 206042996 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,0.35488400,,1.200,,,451.7690000,15.9752000,2021-10-25,2021-08,2021-10-25
EPIC 206215704 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,2.25543600,,1.000,,,109.8880000,16.1722000,2022-03-28,2021-08,2022-03-28
EPIC 206317286 b,1,1,2,0,Transit,2019,K2,Published Confirmed,0,1.58252000,,0.960,,,314.3500000,13.7740000,2019-06-03,2019-07,2019-06-13
EPIC 206317286 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,17.51547200,,2.094,,,314.3500000,13.7740000,2022-03-16,2022-03,2022-03-16
EPIC 211822797 b,1,1,1,0,Transit,2016,K2,Published Confirmed,0,21.17019630,0.119500,1.920,,,186.1970000,14.5263000,2021-09-20,2022-01,2021-09-20
EPIC 211945201 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,19.49221000,0.149300,5.760,,,181.6900000,10.0512000,2018-10-24,2018-12,2018-10-26
EPIC 212297394 b,1,1,2,0,Transit,2019,K2,Published Confirmed,0,2.28936300,,1.480,,,418.3950000,14.1864000,2021-08-30,2021-08,2021-08-30
EPIC 212297394 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,5.21396500,,2.270,,,418.3950000,14.1864000,2021-08-23,2021-08,2021-08-23
EPIC 212424622 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,18.09830000,,2.170,,,611.8040000,13.2026000,2019-06-03,2019-07,2019-06-13
EPIC 212499991 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,34.88500000,,1.600,,,283.2900000,13.3118000,2019-06-03,2019-07,2019-06-13
EPIC 212587672 b,1,1,2,0,Transit,2019,K2,Published Confirmed,0,15.28078000,,1.260,,,320.0700000,12.2038000,2021-08-30,2021-08,2021-08-30
EPIC 212587672 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,23.22855500,,2.320,,,320.0700000,12.2038000,2021-08-23,2021-08,2021-08-23
EPIC 212624936 b,1,1,2,0,Transit,2021,K2,Published Confirmed,0,0.57865700,,1.200,,,561.9290000,13.8326000,2021-10-25,2021-08,2021-10-25
EPIC 212624936 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,11.81143700,,2.300,,,561.9290000,13.8326000,2021-10-25,2021-08,2021-10-25
EPIC 212737443 b,1,1,2,0,Transit,2019,K2,Published Confirmed,0,13.60300000,0.098000,2.586,,,336.2500000,14.4776000,2019-07-19,2019-09,2019-07-25
EPIC 212737443 c,1,1,2,0,Transit,2019,K2,Published Confirmed,0,65.55000000,0.280000,2.690,,,336.2500000,14.4776000,2019-07-19,2019-09,2019-07-25
EPIC 220492298 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,0.76240600,,0.990,,,624.5120000,13.7756000,2021-10-25,2021-08,2021-10-25
EPIC 220554210 c,1,1,2,0,Transit,2019,K2,Published Confirmed,0,0.70531000,,1.600,,,496.2890000,13.8183000,2022-03-28,2021-08,2022-03-28
EPIC 220674823 b,1,1,2,0,Transit,2016,K2,Published Confirmed,0,0.57131270,0.013140,1.676,7.80000,6.360,244.5900000,11.9535000,2025-02-24,2024-03,2025-02-24
EPIC 220674823 c,1,1,2,0,Transit,2016,K2,Published Confirmed,0,13.33989000,0.107300,2.840,7.32000,2.140,244.5900000,11.9535000,2025-02-24,2024-03,2025-02-24
EPIC 228836835 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,0.72811300,,1.100,,,150.1240000,15.4185000,2021-10-25,2021-08,2021-10-25
EPIC 229004835 b,1,1,1,0,Transit,2023,K2,Published Confirmed,0,16.14113200,0.123700,2.332,10.40000,2.760,121.9710000,10.0494000,2023-05-03,2023-04,2023-05-03
EPIC 246851721 b,1,2,1,0,Transit,2018,K2,Published Confirmed,0,6.18023500,0.072290,11.781,953.49000,270.000,372.6320000,11.2549000,2019-12-02,2018-12,2018-10-26
EPIC 248847494 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,3650.00000000,4.500000,12.442,4131.79000,,551.8860000,12.1722000,2019-07-19,2018-07,2019-07-25
EPIC 249893012 b,1,1,3,0,Transit,2020,K2,Published Confirmed,0,3.59510000,0.047000,1.950,8.75000,3.550,321.2960000,11.4019000,2020-02-06,2020-04,2020-02-13
EPIC 249893012 c,1,1,3,0,Transit,2020,K2,Published Confirmed,0,15.62400000,0.130000,3.670,14.67000,3.660,321.2960000,11.4019000,2020-02-06,2020-04,2020-02-13
EPIC 249893012 d,1,1,3,0,Transit,2020,K2,Published Confirmed,0,35.74700000,0.220000,3.940,10.18000,1.970,321.2960000,11.4019000,2020-02-06,2020-04,2020-02-13
FU Tau b,1,1,1,0,Imaging,2008,Spitzer Space Telescope,Published Confirmed,0,,800.000000,,5085.28000,,,15.2412000,2016-03-09,2009-02,2016-03-10
G 196-3 b,1,1,1,0,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,,350.000000,,8263.53858,,21.7912000,10.6123000,2024-05-08,2024-01,2024-05-08
G 264-012 b,1,1,2,0,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,2.30538000,0.022790,,,2.720,16.0090000,11.7617000,2021-07-12,2021-06,2021-07-12
G 264-012 c,1,1,2,0,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,8.05180000,0.052500,,,2.690,16.0090000,11.7617000,2021-07-12,2021-06,2021-07-12
G 9-40 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,5.74599820,0.041800,1.900,4.00000,3.220,27.9276000,12.7331000,2024-10-22,2022-10,2024-10-22
GJ 1002 b,1,1,2,0,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,10.34650000,0.045700,,,1.310,4.8486700,11.7804000,2022-12-17,2022-12,2022-12-17
GJ 1002 c,1,1,2,0,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,21.20200000,0.073800,,,1.300,4.8486700,11.7804000,2022-12-17,2022-12,2022-12-17
GJ 1061 b,1,1,3,0,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,3.20400000,0.021000,,,2.430,3.6727800,10.9889000,2020-02-21,2020-03,2020-02-27
GJ 1061 c,1,1,3,0,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,6.68900000,0.035000,,,2.480,3.6727800,10.9889000,2020-02-21,2020-03,2020-02-27
GJ 1061 d,1,1,3,0,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,13.03100000,0.054000,,,1.860,3.6727800,10.9889000,2020-02-21,2020-03,2020-02-27
GJ 1132 b,1,1,2,0,Transit,2015,Cerro Tololo Inter-American Observatory,Published Confirmed,0,1.62892911,0.015700,1.192,1.83705,2.980,12.6130000,12.1380000,2024-09-03,2024-08,2024-09-03
GJ 1132 c,1,1,2,0,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,8.92900000,0.047600,,,2.570,12.6130000,12.1380000,2018-06-26,2018-10,2018-06-21
GJ 1148 b,1,1,2,0,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,41.38000000,0.166000,,,38.370,11.0143000,10.5769000,2017-10-16,2018-02,2017-10-19
GJ 1148 c,1,1,2,0,Radial Velocity,2017,Calar Alto Observatory,Published Confirmed,0,532.58000000,0.912000,,,11.340,11.0143000,10.5769000,2017-10-16,2018-02,2017-10-19
GJ 1151 c,1,1,1,0,Radial Velocity,2023,Multiple Facilities,Published Confirmed,0,389.70000000,0.571400,,,3.100,8.0362500,11.6938000,2023-01-23,2023-01,2023-01-23
GJ 1214 b,1,1,1,0,Transit,2009,MEarth Project,Published Confirmed,0,1.58040453,0.015050,2.733,8.41000,14.380,14.6427000,13.0089000,2024-03-25,2024-03,2024-03-25
GJ 1252 b,1,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.51823310,,1.193,1.32000,2.000,20.3730000,11.2364000,2023-07-10,2022-09,2023-07-10
GJ 1265 b,1,1,1,0,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,3.65110000,0.026000,,,9.890,10.2525000,12.0807000,2018-12-03,2018-12,2018-12-06
GJ 1289 b,1,1,1,0,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,111.74000000,0.270000,,,2.370,8.3514700,11.1534000,2025-03-18,2024-08,2025-03-18
GJ 143 b,1,1,2,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,35.61253000,0.191500,2.610,22.70000,5.510,16.3200000,7.6790600,2019-04-22,2019-04,2019-04-25
GJ 15 A b,1,2,2,0,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,1,11.44070000,0.072000,,,1.680,3.5622800,7.2162000,2019-10-02,2018-09,2019-10-10
GJ 15 A c,1,2,2,0,Radial Velocity,2018,Roque de los Muchachos Observatory,Published Confirmed,0,7600.00000000,5.400000,,,2.500,3.5622800,7.2162000,2019-10-02,2018-09,2019-10-10
GJ 160.2 b,1,1,1,0,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,5.23540000,0.053000,,,4.580,25.8557000,9.2015400,2019-10-04,2014-06,2019-10-10
GJ 163 b,1,1,3,0,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,8.63182000,0.060700,,,6.130,15.1285000,10.6771000,2017-01-24,2013-08,2017-01-26
GJ 163 c,1,1,3,0,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,25.63058000,0.125400,,,2.750,15.1285000,10.6771000,2017-01-24,2013-08,2017-01-26
GJ 163 d,1,1,3,0,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,603.95116000,1.030400,,,4.420,15.1285000,10.6771000,2017-01-24,2013-08,2017-01-26
GJ 179 b,1,1,1,0,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,2288.00000000,2.410000,,,25.800,12.3560000,10.7055000,2014-05-14,2010-10,2014-05-14
GJ 180 b,1,1,3,0,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,17.13300000,0.092000,,,3.250,11.9407000,9.9339500,2020-02-06,2020-01,2020-02-13
GJ 180 c,1,1,3,0,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,24.32900000,0.129000,,,2.310,11.9407000,9.9339500,2019-10-04,2014-06,2019-10-10
GJ 180 d,1,1,3,0,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,106.30000000,0.309000,,,2.080,11.9407000,9.9339500,2020-02-06,2020-01,2020-02-13
GJ 2030 b,1,1,2,0,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,2.38129000,0.034000,,,2.363,37.0788000,6.0208800,2023-06-14,2022-09,2023-06-14
GJ 2030 c,1,1,2,0,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,25533.11353000,16.761000,,4069.15709,26.494,37.0788000,6.0208800,2023-06-12,2022-09,2023-06-12
GJ 2056 b,1,1,1,0,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,69.97100000,0.283000,,,5.230,28.4434000,9.7228100,2020-09-08,2020-10,2020-09-03
GJ 2126 b,1,1,1,0,Radial Velocity,2025,La Silla Observatory,Published Confirmed,0,272.70000000,0.710000,,,101.000,38.1290000,10.1496000,2025-03-03,2025-02,2025-03-03
GJ 229 A c,1,3,2,0,Radial Velocity,2020,Multiple Facilities,Published Confirmed,1,121.93268000,0.384000,,,1.872,5.7562400,7.3072400,2023-06-14,2022-09,2023-06-14
GJ 229 b,1,3,2,0,Radial Velocity,2014,Multiple Observatories,Published Confirmed,1,579.47495000,1.086000,,,1.966,5.7562400,7.3072400,2023-06-14,2022-09,2023-06-14
GJ 238 b,1,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.74469990,0.021230,0.566,,,15.2142000,10.5294000,2024-08-07,2024-06,2024-08-07
GJ 251 b,1,1,1,0,Radial Velocity,2020,W. M. Keck Observatory,Published Confirmed,0,14.23800000,0.081800,,,2.110,5.5805700,8.8551800,2021-02-26,2020-11,2021-03-04
GJ 27.1 b,1,1,1,0,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,15.81900000,0.101000,,,4.900,23.6062000,10.5790000,2019-10-04,2014-06,2019-10-10
GJ 273 b,1,1,2,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,18.64980000,0.091101,,,1.610,5.9215350,,2017-03-29,2017-06,2017-03-30
GJ 273 c,1,1,2,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,4.72340000,0.036467,,,1.060,5.9215350,,2017-03-29,2017-06,2017-03-30
GJ 3021 b,1,2,1,0,Radial Velocity,2000,La Silla Observatory,Published Confirmed,0,133.71000000,0.490000,,,167.000,17.5559000,6.3972900,2014-05-14,2001-08,2014-05-14
GJ 3082 b,1,1,1,0,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,11.94900000,0.079000,,,3.940,16.6186000,10.2011000,2020-02-06,2020-01,2020-02-13
GJ 3090 b,1,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.85310540,0.031650,2.130,3.34000,2.380,22.4751000,10.5521000,2023-11-28,2022-07,2023-11-28
GJ 3138 b,1,1,3,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,1.22003000,0.019700,,,1.430,28.4712000,10.1924000,2017-03-29,2017-06,2017-03-30
GJ 3138 c,1,1,3,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,5.97400000,0.057000,,,1.930,28.4712000,10.1924000,2017-03-29,2017-06,2017-03-30
GJ 3138 d,1,1,3,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,257.80000000,0.698000,,,1.470,28.4712000,10.1924000,2017-03-29,2017-06,2017-03-30
GJ 317 b,1,1,2,0,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,695.66000000,1.151000,,,71.810,15.1968000,10.7539000,2020-09-08,2020-08,2020-09-03
GJ 317 c,1,1,2,0,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,6739.32300000,5.230000,,,31.970,15.1968000,10.7539000,2020-09-08,2020-08,2020-09-03
GJ 3222 b,1,2,1,0,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,10.66669000,0.091000,,,9.601,18.2381700,,2023-06-14,2022-09,2023-06-14
GJ 328 b,1,1,2,0,Radial Velocity,2013,McDonald Observatory,Published Confirmed,0,3771.00000000,4.110000,,,42.600,20.5266000,9.2861000,2023-07-10,2023-09,2023-07-10
GJ 328 c,1,1,2,0,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed,0,241.80000000,0.657000,,,2.950,20.5266000,9.2861000,2023-07-10,2023-09,2023-07-10
GJ 3293 b,1,1,4,0,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,30.59870000,0.143390,,,8.603,20.1903000,10.9788000,2017-03-29,2017-06,2017-03-30
GJ 3293 c,1,1,4,0,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,122.61960000,0.361750,,,4.891,20.1903000,10.9788000,2017-03-29,2017-06,2017-03-30
GJ 3293 d,1,1,4,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,48.13450000,0.193940,,,2.420,20.1903000,10.9788000,2017-03-29,2017-06,2017-03-30
GJ 3293 e,1,1,4,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,13.25430000,0.082080,,,1.658,20.1903000,10.9788000,2017-03-29,2017-06,2017-03-30
GJ 3323 b,1,1,2,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,5.36360000,0.032820,,,2.550,5.3748400,10.6467000,2017-03-29,2017-06,2017-03-30
GJ 3323 c,1,1,2,0,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,40.54000000,0.126400,,,1.490,5.3748400,10.6467000,2017-03-29,2017-06,2017-03-30
GJ 3341 b,1,1,1,0,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,14.20700000,0.089000,,,3.040,23.6190000,11.1029000,2014-12-03,2015-03,2014-12-03
GJ 338 B b,1,2,1,0,Radial Velocity,2020,Calar Alto Observatory,Published Confirmed,0,24.42200000,0.142000,,,3.190,6.3325600,7.0477500,2023-01-18,2023-02,2023-01-18
GJ 341 b,1,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.57686000,,0.880,4.00000,,10.4540000,8.6753800,2025-02-25,2025-02,2025-02-25
GJ 3470 b,1,1,1,0,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,3.33664960,0.035500,4.570,13.90000,13.400,29.4214000,11.3537000,2019-01-28,2016-12,2016-09-29
GJ 3473 b,1,2,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.19800350,0.015890,1.264,1.86000,2.210,27.3644000,12.4650000,2020-10-16,2020-10,2020-10-22
GJ 3473 c,1,2,2,0,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,15.50900000,0.087600,,,3.750,27.3644000,12.4650000,2020-10-16,2020-10,2020-10-22
GJ 3512 b,1,1,2,0,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,203.69000000,0.337000,,,71.800,9.4863700,13.1117000,2022-07-18,2020-12,2022-07-18
GJ 3512 c,1,1,2,0,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,1599.60000000,1.292000,,,15.100,9.4863700,13.1117000,2022-07-18,2020-12,2022-07-18
GJ 357 b,1,1,3,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.93060000,0.036000,1.200,,,9.4418100,9.8803600,2023-08-22,2023-03,2023-08-22
GJ 357 c,1,1,3,0,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,9.12470000,0.061000,,,2.130,9.4418100,9.8803600,2019-07-29,2019-08,2019-08-01
GJ 357 d,1,1,3,0,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,55.66100000,0.204000,,,2.090,9.4418100,9.8803600,2019-07-29,2019-08,2019-08-01
GJ 3634 b,1,1,1,0,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,2.64561000,0.028700,,8.40000,5.590,20.3779000,10.9233000,2014-08-21,2011-04,2014-08-21
GJ 367 b,1,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.32192250,0.007090,0.699,0.63300,1.003,9.4126300,9.1515900,2023-08-10,2023-07,2023-08-10
GJ 367 c,1,1,3,0,Radial Velocity,2023,La Silla Observatory,Published Confirmed,0,11.53010000,,,,1.990,9.4126300,9.1515900,2023-08-07,2023-07,2023-08-07
GJ 367 d,1,1,3,0,Radial Velocity,2023,La Silla Observatory,Published Confirmed,0,34.36900000,,,,2.030,9.4126300,9.1515900,2023-08-07,2023-07,2023-08-07
GJ 3779 b,1,1,1,0,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,3.02320000,0.026000,,,8.610,13.7430000,11.6266000,2018-12-03,2018-12,2018-12-06
GJ 3929 b,1,1,2,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.61623500,0.025200,1.090,1.75000,1.770,15.8095000,11.5109000,2022-08-01,2022-07,2022-08-01
GJ 3929 c,1,1,2,0,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,15.04000000,0.081000,,,3.220,15.8095000,11.5109000,2022-08-01,2022-07,2022-08-01
GJ 393 b,1,1,1,0,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,7.02679000,0.054020,,,1.010,7.0314900,8.6737300,2021-07-12,2021-06,2021-07-12
GJ 3942 b,1,1,1,0,Radial Velocity,2017,Roque de los Muchachos Observatory,Published Confirmed,0,6.90500000,0.060800,,,3.290,16.9287000,9.4076500,2017-12-19,2017-12,2017-12-21
GJ 3988 b,1,1,1,0,Radial Velocity,2023,Calar Alto Observatory,Published Confirmed,0,6.94420000,0.040500,,,3.830,9.9105000,11.9925000,2023-10-21,2023-10,2023-10-21
GJ 3998 b,1,1,3,0,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,2.65033000,0.030000,,,1.790,18.1459000,9.9833700,2025-03-11,2025-03,2025-03-11
GJ 3998 c,1,1,3,0,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,13.72700000,0.090000,,,2.860,18.1459000,9.9833700,2025-03-11,2025-03,2025-03-11
GJ 3998 d,1,1,3,0,Radial Velocity,2025,Multiple Observatories,Published Confirmed,0,41.78000000,0.189000,,,1.740,18.1459000,9.9833700,2025-03-11,2025-03,2025-03-11
GJ 411 b,1,1,2,0,Radial Velocity,2019,Haute-Provence Observatory,Published Confirmed,0,12.93940000,0.078790,,,1.381,5.6757730,,2022-05-24,2022-05,2022-05-24
GJ 414 A b,1,2,2,0,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,50.80000000,0.232400,2.630,,2.050,11.8893000,7.7280800,2021-03-25,2021-02,2021-04-01
GJ 414 A c,1,2,2,0,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,749.83000000,1.400000,8.400,,5.140,11.8893000,7.7280800,2021-03-25,2021-02,2021-04-01
GJ 422 b,1,1,1,0,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,20.12900000,0.111000,,,4.470,12.6631000,10.4771000,2020-02-06,2020-01,2020-02-13
GJ 4276 b,1,1,1,0,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,13.35200000,0.082000,,,8.790,21.3362000,11.6605000,2019-01-22,2019-02,2019-01-24
GJ 433 b,1,1,3,0,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,7.37050000,0.062000,,,2.860,9.0645600,8.8913800,2020-02-06,2020-01,2020-02-13
